	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
dabrafenib	-0.8099717671666773	0.01769514890594541	1.0	4.158004158004158e-05	4.158004158004158e-05	1.0	0.005	0.005
PLX-4720	-0.7033417066895241	0.02030180934343658	1.0	4.158004158004158e-05	4.158004158004158e-05	1.0	0.005	0.005
GDC-0879	-0.6371292199225649	0.018290394320355573	0.999958419958	4.158004158e-05	4.158004158e-05	1.0	0.005	0.005
MLN2480	-0.6336751738465849	0.021628707390203134	0.999958419958	4.158004158e-05	4.158004158e-05	1.0	0.005	0.005
PLX-4032	-0.6107410665446864	0.019249851269264474	0.999875259875	0.00012474012474	0.00012474012474	1.0	0.012	0.012
BRD-K99006945	-0.5942168031057428	0.022189578168495153	0.999750519751	0.00024948024948	0.00024948024948	1.0	0.02	0.02
compound 1B	-0.5549777263314108	0.019892149057765998	0.998627858628	0.00137214137214	0.00137214137214	1.0	0.0942857142857	0.0942857142857
PD318088	-0.5317531404979992	0.021141377942909625	0.996424116424	0.00357588357588	0.00357588357588	1.0	0.215	0.215
sotrastaurin	-0.5167266120243461	0.16432253870961658	0.993804573805	0.00619542619543	0.00619542619543	1.0	0.331111111111	0.331111111111
trametinib	-0.49228472768441756	0.024675447842119856	0.98474012474	0.0152598752599	0.0152598752599	1.0	0.734	0.734
NSC30930	-0.4855071957955016	0.14631051589666486	0.981538461538	0.0184615384615	0.0184615384615	1.0	0.772	0.772
O-6-benzylguanine	-0.47969859462196335	0.14607823180185417	0.977671517672	0.0223284823285	0.0223284823285	1.0	0.772	0.772
tubastatin A	-0.47959741782149684	0.1480644829264162	0.97762993763	0.0223700623701	0.0223700623701	1.0	0.772	0.772
CIL55	-0.4776951711262137	0.13779038269569355	0.976216216216	0.0237837837838	0.0237837837838	1.0	0.772	0.772
BRD-K34485477	-0.4772811351652745	0.05128527969743366	0.975925155925	0.0240748440748	0.0240748440748	1.0	0.772	0.772
selumetinib	-0.47306573789259815	0.015922139947687035	0.972266112266	0.0277338877339	0.0277338877339	1.0	0.79	0.79
BRD-K42260513	-0.4721782676726166	0.1421593059055864	0.971767151767	0.0282328482328	0.0282328482328	1.0	0.79	0.79
BRD-K88742110	-0.4700356775474452	0.16023287644908704	0.970436590437	0.0295634095634	0.0295634095634	1.0	0.79	0.79
cyclophosphamide	-0.46529277585823126	0.14405796749167843	0.96632016632	0.0336798336798	0.0336798336798	1.0	0.79619047619	0.79619047619
birinapant	-0.4651319059672848	0.1507407848070959	0.966237006237	0.033762993763	0.033762993763	1.0	0.79619047619	0.79619047619
AT-406	-0.464066767359643		0.965239085239	0.0347609147609	0.0347609147609	1.0	0.79619047619	0.79619047619
isoliquiritigenin	-0.45968303807847727		0.960914760915	0.0390852390852	0.0390852390852	1.0	0.854545454545	0.854545454545
imatinib	-0.45681939548125333		0.957214137214	0.0427858627859	0.0427858627859	1.0	0.894782608696	0.894782608696
BRD9647	-0.44973032358172865		0.948191268191	0.0518087318087	0.0518087318087	0.995807860262	0.996043010753	0.996043010753
BRD-M00053801	-0.44763826985634225		0.94577962578	0.0542203742204	0.0542203742204	0.995448577681	0.996043010753	0.996043010753
RO4929097	-0.44701491504505403		0.945239085239	0.0547609147609	0.0547609147609	0.995448577681	0.996043010753	0.996043010753
BRD-K51490254	-0.44414533831116343		0.940873180873	0.0591268191268	0.0591268191268	0.994637362637	0.996043010753	0.996043010753
BRD-K24690302	-0.4432134739074086		0.939168399168	0.0608316008316	0.0608316008316	0.994637362637	0.996043010753	0.996043010753
BRD-K86535717	-0.43819452346073595		0.931476091476	0.0685239085239	0.0685239085239	0.989050772627	0.996043010753	0.996043010753
elocalcitol	-0.4344145297282545		0.925197505198	0.0748024948025	0.0748024948025	0.984557522124	0.996043010753	0.996043010753
tipifarnib-P1	-0.4335572459122161		0.923367983368	0.076632016632	0.076632016632	0.984557522124	0.996043010753	0.996043010753
BRD-K51831558	-0.42846780973836623		0.914303534304	0.0856964656965	0.0856964656965	0.977288888889	0.996043010753	0.996043010753
Compound 1541A	-0.42630395521742986		0.910103950104	0.089896049896	0.089896049896	0.974966592428	0.996043010753	0.996043010753
prochlorperazine	-0.42147038339385384		0.901871101871	0.0981288981289	0.0981288981289	0.968303571429	0.996043010753	0.996043010753
trifluoperazine	-0.42045190434978574		0.900166320166	0.0998336798337	0.0998336798337	0.968303571429	0.996043010753	0.996043010753
isonicotinohydroxamic acid	-0.4193153187229414		0.897920997921	0.102079002079	0.102079002079	0.968303571429	0.996043010753	0.996043010753
ML203	-0.41841132229806816		0.896216216216	0.103783783784	0.103783783784	0.968303571429	0.996043010753	0.996043010753
NSC 74859	-0.41695868085080295		0.89343035343	0.10656964657	0.10656964657	0.967882882883	0.996043010753	0.996043010753
BRD-K11533227	-0.4149365451251064		0.889313929314	0.110686070686	0.110686070686	0.965598194131	0.996043010753	0.996043010753
nilotinib	-0.4137050307760089		0.886528066528	0.113471933472	0.113471933472	0.964751131222	0.996043010753	0.996043010753
LY-2157299	-0.4114759312105415		0.88237006237	0.11762993763	0.11762993763	0.962403628118	0.996043010753	0.996043010753
semagacestat	-0.41113338047816306		0.881746361746	0.118253638254	0.118253638254	0.962403628118	0.996043010753	0.996043010753
IPR-456	-0.40762490663776446		0.87501039501	0.12498960499	0.12498960499	0.958724373576	0.996043010753	0.996043010753
PYR-41	-0.4063891580735557		0.872182952183	0.127817047817	0.127817047817	0.957808219178	0.996043010753	0.996043010753
BRD-K45681478	-0.40512459118999766		0.869438669439	0.130561330561	0.130561330561	0.956979405034	0.996043010753	0.996043010753
BRD-K29313308	-0.40459439037574574		0.868482328482	0.131517671518	0.131517671518	0.956979405034	0.996043010753	0.996043010753
pifithrin-mu	-0.40435882381265925		0.86814968815	0.13185031185	0.13185031185	0.956979405034	0.996043010753	0.996043010753
IC-87114	-0.40375966651548545		0.866611226611	0.133388773389	0.133388773389	0.956979405034	0.996043010753	0.996043010753
tandutinib	-0.4017105290720017		0.861663201663	0.138336798337	0.138336798337	0.956979405034	0.996043010753	0.996043010753
dacarbazine	-0.39969312583112043		0.85738045738	0.14261954262	0.14261954262	0.95462962963	0.996043010753	0.996043010753
NSC48300	-0.3994864033566517		0.857047817048	0.142952182952	0.142952182952	0.95462962963	0.996043010753	0.996043010753
brivanib	-0.3991994565181911		0.856382536383	0.143617463617	0.143617463617	0.95462962963	0.996043010753	0.996043010753
BRD-K29086754	-0.39846826801007706		0.85501039501	0.14498960499	0.14498960499	0.95462962963	0.996043010753	0.996043010753
nelarabine	-0.39842287884958993		0.854802494802	0.145197505198	0.145197505198	0.95462962963	0.996043010753	0.996043010753
BRD-K92856060	-0.39769519240583273		0.853222453222	0.146777546778	0.146777546778	0.95462962963	0.996043010753	0.996043010753
CAY10594	-0.39745410111845564		0.852931392931	0.147068607069	0.147068607069	0.95462962963	0.996043010753	0.996043010753
NSC95397	-0.3974040312973144		0.852681912682	0.147318087318	0.147318087318	0.95462962963	0.996043010753	0.996043010753
procarbazine	-0.39732003940194854		0.852390852391	0.147609147609	0.147609147609	0.95462962963	0.996043010753	0.996043010753
BMS-270394	-0.39668655725509283		0.850935550936	0.149064449064	0.149064449064	0.95462962963	0.996043010753	0.996043010753
BRD-K41334119	-0.39642733421474524		0.850353430353	0.149646569647	0.149646569647	0.95462962963	0.996043010753	0.996043010753
neopeltolide	-0.3943572636379948		0.846361746362	0.153638253638	0.153638253638	0.95462962963	0.996043010753	0.996043010753
nutlin-3	-0.3852775685537819		0.824282744283	0.175717255717	0.175717255717	0.944	0.996043010753	0.996043010753
CAY10576	-0.38511818593283315		0.823908523909	0.176091476091	0.176091476091	0.944	0.996043010753	0.996043010753
pitstop2	-0.3850026166136766		0.823617463617	0.176382536383	0.176382536383	0.944	0.996043010753	0.996043010753
ML334 diastereomer	-0.38486647428727694		0.823284823285	0.176715176715	0.176715176715	0.944	0.996043010753	0.996043010753
PDMP	-0.38455548955218366		0.822536382536	0.177463617464	0.177463617464	0.944	0.996043010753	0.996043010753
bexarotene	-0.3841097110787168		0.821413721414	0.178586278586	0.178586278586	0.944	0.996043010753	0.996043010753
BRD-K71781559	-0.3821304754792039		0.816340956341	0.183659043659	0.183659043659	0.944	0.996043010753	0.996043010753
BRD-K61166597	-0.3815918594464086		0.815218295218	0.184781704782	0.184781704782	0.944	0.996043010753	0.996043010753
BRD-K16147474	-0.3782417487699435		0.806528066528	0.193471933472	0.193471933472	0.941601941748	0.996043010753	0.996043010753
cytarabine hydrochloride	-0.37760196039294897		0.805031185031	0.194968814969	0.194968814969	0.941601941748	0.996043010753	0.996043010753
bendamustine	-0.3768672862879667		0.803284823285	0.196715176715	0.196715176715	0.941601941748	0.996043010753	0.996043010753
