	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
VERHAAK_GLIOBLASTOMA_PRONEURAL	0.9274846370715463	0.003637314228760034	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.0920502092050214e-05	1.0	2.0920502092050214e-05
RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_DN	0.8889440227957144	0.005561894966280092	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.0920502092050214e-05	1.0	2.0920502092050214e-05
ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN	0.8845032112733513	0.004239644611681951	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.0920502092050214e-05	1.0	2.0920502092050214e-05
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN	0.8822427226645918	0.005366701549824977	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.0920502092050214e-05	1.0	2.0920502092050214e-05
REACTOME_NEURONAL_SYSTEM	0.8775635322865237	0.005070484028859052	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.0920502092050214e-05	1.0	2.0920502092050214e-05
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.8731179342390378	0.0051466016352350406	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.0920502092050214e-05	1.0	2.0920502092050214e-05
MICROTUBULE_BASED_MOVEMENT	0.871890654000349	0.006567300706084217	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.0920502092050214e-05	1.0	2.0920502092050214e-05
REACTOME_POTASSIUM_CHANNELS	0.8690323812348465	0.004757597057113855	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.0920502092050214e-05	1.0	2.0920502092050214e-05
HUMMEL_BURKITTS_LYMPHOMA	0.8681296229849539	0.005334938266712618	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.0920502092050214e-05	1.0	2.0920502092050214e-05
WANG_LSD1_TARGETS_DN	0.8675583092059986	0.006577104494206929	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.0920502092050214e-05	1.0	2.0920502092050214e-05
