	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
PI3K-p85-R-V	0.5397973484982358	0.017155725493655103	8.65800865801e-05	0.999913419913	8.65800865801e-05	0.0133333333333	0.999913419913	0.0133333333333
Akt-R-V	0.5283875024143508	0.011476444833376055	0.00017316017316	0.999826839827	0.00017316017316	0.0133333333333	0.999913419913	0.0133333333333
ATM-R-E	0.52643499774423	0.01800018911015278	0.00017316017316	0.999826839827	0.00017316017316	0.0133333333333	0.999913419913	0.0133333333333
HER3-R-V	0.5205242480294635	0.014910600359972492	0.00025974025974	0.99974025974	0.00025974025974	0.015	0.999913419913	0.015
PEA15_pS116-R-V	0.5144624801511246	0.13350890128539028	0.000606060606061	0.999393939394	0.000606060606061	0.0233333333333	0.999913419913	0.0233333333333
STAT5-alpha-R-V	0.5076596974386973	0.018652122513059585	0.000606060606061	0.999393939394	0.000606060606061	0.0233333333333	0.999913419913	0.0233333333333
MEK1_pS217_S221-R-V	0.5033626082941518	0.01528077546463334	0.000865800865801	0.999134199134	0.000865800865801	0.0285714285714	0.999913419913	0.0285714285714
PREX1-R-E	0.5002853835835431	0.014048336624221117	0.00103896103896	0.998961038961	0.00103896103896	0.03	0.999913419913	0.03
FRA1_pS265-R-E	0.48641620430832516	0.011190147327760238	0.00233766233766	0.997662337662	0.00233766233766	0.06	0.999913419913	0.06
Gab2-R-V	0.4775793586535885	0.010817128400340797	0.0034632034632	0.996536796537	0.0034632034632	0.08	0.999913419913	0.08
NDRG1_pT346-R-V	0.46327689385844784	0.01629992891453556	0.00606060606061	0.993939393939	0.00606060606061	0.123076923077	0.999913419913	0.123076923077
Bcl-2-M-V	0.4624373021217971	0.01128057880472898	0.00649350649351	0.993506493506	0.00649350649351	0.123076923077	0.999913419913	0.123076923077
JAK2-R-E	0.4606944914857206	0.012978010644576616	0.00692640692641	0.993073593074	0.00692640692641	0.123076923077	0.999913419913	0.123076923077
