	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
lung.carcinoma.small_cell_carcinoma	0.488714024130021	0.014392134387656692	0.00015384615384615385	1.0	0.00015384615384615385	0.003333333333333333	1.0	0.003333333333333333
lung	0.3466021381839177	0.014694498908444983	0.00015384615384615385	1.0	0.00015384615384615385	0.003333333333333333	1.0	0.003333333333333333
autonomic_ganglia	0.33203035631897976	0.01591415151948369	0.00015384615384615385	1.0	0.00015384615384615385	0.003333333333333333	1.0	0.003333333333333333
neuroblastoma	0.33203035631897976	0.01591415151948369	0.00015384615384615385	1.0	0.00015384615384615385	0.003333333333333333	1.0	0.003333333333333333
autonomic_ganglia.neuroblastoma.NS	0.33203035631897976	0.01591415151948369	0.00015384615384615385	1.0	0.00015384615384615385	0.003333333333333333	1.0	0.003333333333333333
central_nervous_system	0.29255671525421423	0.08969903664598426	0.00015384615384615385	1.0	0.00015384615384615385	0.003333333333333333	1.0	0.003333333333333333
bone.Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour.NS	0.2203646339307248	0.015888752954744224	0.00138461538462	0.998615384615	0.00138461538462	0.02	1.0	0.02
Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumour	0.2203646339307248	0.015888752954744224	0.00138461538462	0.998615384615	0.00138461538462	0.02	1.0	0.02
bone	0.21885280326549228	0.05364425239594871	0.00138461538462	0.998615384615	0.00138461538462	0.02	1.0	0.02
rhabdomyosarcoma	0.18198983674878952	0.013346491289084567	0.0263076923077	0.973692307692	0.0263076923077	0.342	1.0	0.342
primitive_neuroectodermal_tumour-medulloblastoma	0.16396664671871247	0.037579202123021925	0.0623076923077	0.937692307692	0.0623076923077	0.675	1.0	0.675
central_nervous_system.primitive_neuroectodermal_tumour-medulloblastoma.NS	0.16396664671871247	0.037579202123021925	0.0623076923077	0.937692307692	0.0623076923077	0.675	1.0	0.675
stomach.carcinoma.small_cell_adenocarcinoma	0.15350711782032483	0.08206845628171155	0.0935384615385	0.906461538462	0.0935384615385	0.935384615385	0.998644067797	0.935384615385
thyroid	0.14839904302675103	0.051838705228653886	0.108615384615	0.891384615385	0.108615384615	1.0	0.990427350427	1.0
lung.carcinoma.large_cell_carcinoma	0.13909033566788034	0.049140967811638354	0.142307692308	0.857692307692	0.142307692308	1.0	0.961206896552	1.0
thyroid.carcinoma.medullary_carcinoma	0.1326630483044164	0.09389903386813285	0.170153846154	0.829846153846	0.170153846154	1.0	0.938086956522	1.0
lung.carcinoma.NS	0.13013932609339332	0.06122163463046942	0.178769230769	0.821230769231	0.178769230769	1.0	0.93649122807	1.0
central_nervous_system.glioma.NS	0.1287336117951881	0.05115634188858075	0.184461538462	0.815538461538	0.184461538462	1.0	0.93649122807	1.0
soft_tissue.rhabdomyosarcoma.alveolar	0.12430497592637113	0.03192668609057726	0.207076923077	0.792923076923	0.207076923077	1.0	0.920357142857	1.0
soft_tissue.rhabdomyosarcoma.embryonal	0.12156158069585764	0.0886474046308773	0.218461538462	0.781538461538	0.218461538462	1.0	0.915315315315	1.0
ovary.carcinoma.endometrioid_carcinoma	0.120459849143618		0.221384615385	0.778615384615	0.221384615385	1.0	0.915315315315	1.0
soft_tissue.rhabdomyosarcoma.NS	0.11854320911969803		0.229692307692	0.770307692308	0.229692307692	1.0	0.915315315315	1.0
lung.carcinoid-endocrine_tumour.NS	0.11733640861499489		0.234	0.766	0.234	1.0	0.915315315315	1.0
carcinoid-endocrine_tumour	0.11733640861499489		0.234	0.766	0.234	1.0	0.915315315315	1.0
prostate	0.11697656028553347		0.235384615385	0.764615384615	0.235384615385	1.0	0.915315315315	1.0
prostate.carcinoma.adenocarcinoma	0.10921149947412691		0.262923076923	0.737076923077	0.262923076923	1.0	0.912571428571	1.0
central_nervous_system.glioma.gliosarcoma	0.10828600070970568		0.266153846154	0.733846153846	0.266153846154	1.0	0.912571428571	1.0
lung.carcinoma.undifferentiated_carcinoma	0.10248443681669349		0.282153846154	0.717846153846	0.282153846154	1.0	0.906019417476	1.0
prostate.carcinoma.small_cell_carcinoma	0.0928263006600478		0.313538461538	0.686461538462	0.313538461538	1.0	0.874901960784	1.0
sex_cord-stromal_tumour	0.0763600563498651		0.34	0.66	0.34	1.0	0.849504950495	1.0
ovary.sex_cord-stromal_tumour.granulosa_cell_tumour	0.0763600563498651		0.34	0.66	0.34	1.0	0.849504950495	1.0
liver.carcinoma.adenocarcinoma	-0.028493996286627483		0.360615384615	0.639384615385	0.639384615385	1.0	0.839595959596	0.839595959596
ovary.carcinoma.mucinous_carcinoma	-0.030749866768724102		0.368615384615	0.631384615385	0.631384615385	1.0	0.837551020408	0.837551020408
prostate.carcinoma.NS	-0.035481162897581034		0.377692307692	0.622307692308	0.622307692308	1.0	0.834020618557	0.834020618557
oesophagus.carcinoma.NS	-0.035593926070335936		0.377846153846	0.622153846154	0.622153846154	1.0	0.834020618557	0.834020618557
stomach.carcinoma.intestinal_adenocarcinoma	-0.03806627266545009		0.388	0.612	0.612	1.0	0.834020618557	0.834020618557
malignant_fibrous_histiocytoma-pleomorphic_sarcoma	-0.03815513750646649		0.389230769231	0.610769230769	0.610769230769	1.0	0.834020618557	0.834020618557
soft_tissue.malignant_fibrous_histiocytoma-pleomorphic_sarcoma.NS	-0.03815513750646649		0.389230769231	0.610769230769	0.610769230769	1.0	0.834020618557	0.834020618557
upper_aerodigestive_tract.other.papilloma	-0.04058536484248833		0.398769230769	0.601230769231	0.601230769231	1.0	0.834020618557	0.834020618557
endometrium.carcinoma.clear_cell_carcinoma	-0.04486884553930134		0.418307692308	0.581692307692	0.581692307692	1.0	0.830989010989	0.830989010989
lung.carcinoma.mixed_adenosquamous_carcinoma	-0.04804072765894238		0.429538461538	0.570461538462	0.570461538462	1.0	0.824	0.824
stomach.carcinoma.diffuse_adenocarcinoma	-0.04883310463768721		0.433846153846	0.566153846154	0.566153846154	1.0	0.824	0.824
ovary.carcinoma.mixed_carcinoma	-0.049982168382640864		0.439076923077	0.560923076923	0.560923076923	1.0	0.824	0.824
stomach.carcinoma.mixed_adenosquamous_carcinoma	-0.05209674245985919		0.453230769231	0.546769230769	0.546769230769	1.0	0.817011494253	0.817011494253
stomach.carcinoma.tubular_adenocarcinoma	-0.05236116358975784		0.454923076923	0.545076923077	0.545076923077	1.0	0.817011494253	0.817011494253
soft_tissue.fibrosarcoma.NS	-0.05566796533007419		0.477384615385	0.522615384615	0.522615384615	1.0	0.799294117647	0.799294117647
fibrosarcoma	-0.05566796533007419		0.477384615385	0.522615384615	0.522615384615	1.0	0.799294117647	0.799294117647
liver.other.hepatoblastoma	-0.05785607159277337		0.495692307692	0.504307692308	0.504307692308	1.0	0.789879518072	0.789879518072
oesophagus.carcinoma.adenocarcinoma	-0.05835324774970059		0.501538461538	0.498461538462	0.498461538462	1.0	0.789879518072	0.789879518072
central_nervous_system.glioma.astrocytoma_Grade_III	-0.05858198446731591		0.502461538462	0.497538461538	0.497538461538	1.0	0.789879518072	0.789879518072
stomach.carcinoma.signet_ring_adenocarcinoma	-0.06030049587971925		0.514615384615	0.485384615385	0.485384615385	1.0	0.78875	0.78875
thyroid.carcinoma.papillary_carcinoma	-0.06080126448081222		0.518615384615	0.481384615385	0.481384615385	1.0	0.78875	0.78875
bone.chondrosarcoma.dedifferentiated	-0.06124376295934699		0.523692307692	0.476307692308	0.476307692308	1.0	0.78875	0.78875
bone.other.giant_cell_tumour	-0.06263774497747512		0.540769230769	0.459230769231	0.459230769231	1.0	0.775324675325	0.775324675325
central_nervous_system.glioma.oligodendroglioma	-0.06284868557993303		0.546153846154	0.453846153846	0.453846153846	1.0	0.775324675325	0.775324675325
breast.carcinoma.metaplastic_carcinoma	-0.06594973299489969		0.573538461538	0.426461538462	0.426461538462	1.0	0.7392	0.7392
kidney.carcinoma.NS	-0.06639888228783357		0.576307692308	0.423692307692	0.423692307692	1.0	0.7392	0.7392
urinary_tract.carcinoma.NS	-0.06655179918463931		0.577538461538	0.422461538462	0.422461538462	1.0	0.7392	0.7392
endometrium.carcinoma.mixed_adenosquamous_carcinoma	-0.06731301349629444		0.584615384615	0.415384615385	0.415384615385	1.0	0.7392	0.7392
lung.carcinoma.mucoepidermoid_carcinoma	-0.06753133228973092		0.585538461538	0.414461538462	0.414461538462	1.0	0.7392	0.7392
ovary.carcinoma.Brenner_tumour	-0.06798225627950505		0.593230769231	0.406769230769	0.406769230769	1.0	0.7392	0.7392
oesophagus.other.metaplasia	-0.06812808392998936		0.603692307692	0.396307692308	0.396307692308	1.0	0.7392	0.7392
bone.giant_cell_tumour.NS	-0.0689406570670758		0.609230769231	0.390769230769	0.390769230769	1.0	0.7392	0.7392
giant_cell_tumour	-0.0689406570670758		0.609230769231	0.390769230769	0.390769230769	1.0	0.7392	0.7392
soft_tissue.sarcoma.NS	-0.07170732908969672		0.621692307692	0.378307692308	0.378307692308	1.0	0.7392	0.7392
sarcoma	-0.07170732908969672		0.621692307692	0.378307692308	0.378307692308	1.0	0.7392	0.7392
soft_tissue.leiomyosarcoma.NS	-0.07396533056508667		0.633230769231	0.366769230769	0.366769230769	1.0	0.7392	0.7392
leiomyosarcoma	-0.07396533056508667		0.633230769231	0.366769230769	0.366769230769	1.0	0.7392	0.7392
ovary.carcinoma.serous_carcinoma	-0.07558900993921402		0.640923076923	0.359076923077	0.359076923077	1.0	0.7392	0.7392
endometrium.carcinoma.NS	-0.07755766799878724		0.65	0.35	0.35	1.0	0.7392	0.7392
ovary.carcinoma.adenocarcinoma	-0.080448289607907		0.664307692308	0.335692307692	0.335692307692	1.0	0.727333333333	0.727333333333
ovary.carcinoma.NS	-0.0838487784596486		0.682769230769	0.317230769231	0.317230769231	1.0	0.698983050847	0.698983050847
upper_aerodigestive_tract.carcinoma.NS	-0.08613499472108374		0.696461538462	0.303538461538	0.303538461538	1.0	0.680344827586	0.680344827586
chondrosarcoma	-0.08682939934844505		0.698923076923	0.301076923077	0.301076923077	1.0	0.680344827586	0.680344827586
bone.chondrosarcoma.NS	-0.08731704221676324		0.701230769231	0.298769230769	0.298769230769	1.0	0.680344827586	0.680344827586
thyroid.carcinoma.anaplastic_carcinoma	-0.08731952891980749		0.701384615385	0.298615384615	0.298615384615	1.0	0.680344827586	0.680344827586
other	-0.09014125655317352		0.714307692308	0.285692307692	0.285692307692	1.0	0.680344827586	0.680344827586
endometrium.carcinoma.carcinosarcoma-malignant_mesodermal_mixed_tumour	-0.09308547088376236		0.725384615385	0.274615384615	0.274615384615	1.0	0.67358490566	0.67358490566
ovary.carcinoma.undifferentiated_carcinoma	-0.09477482192324786		0.733692307692	0.266307692308	0.266307692308	1.0	0.665769230769	0.665769230769
stomach.carcinoma.adenocarcinoma	-0.0950301555569961		0.735692307692	0.264307692308	0.264307692308	1.0	0.665769230769	0.665769230769
lung.carcinoma.bronchioloalveolar_adenocarcinoma	-0.1022018859062098		0.765230769231	0.234769230769	0.234769230769	1.0	0.6104	0.6104
stomach.carcinoma.undifferentiated_adenocarcinoma	-0.1031175507842615		0.769538461538	0.230461538462	0.230461538462	1.0	0.6104	0.6104
urinary_tract.carcinoma.transitional_cell_carcinoma	-0.10463704538211248		0.774153846154	0.225846153846	0.225846153846	1.0	0.6104	0.6104
stomach.carcinoma.NS	-0.108219604639878		0.789692307692	0.210307692308	0.210307692308	1.0	0.58170212766	0.58170212766
ovary.carcinoma.clear_cell_carcinoma	-0.10999010267003659		0.800307692308	0.199692307692	0.199692307692	1.0	0.564347826087	0.564347826087
pleura	-0.11185172705369807		0.808615384615	0.191384615385	0.191384615385	1.0	0.552888888889	0.552888888889
pleura.mesothelioma.NS	-0.11185172705369807		0.808615384615	0.191384615385	0.191384615385	1.0	0.552888888889	0.552888888889
mesothelioma	-0.11185172705369807		0.808615384615	0.191384615385	0.191384615385	1.0	0.552888888889	0.552888888889
biliary_tract	-0.11207900756664604		0.810153846154	0.189846153846	0.189846153846	1.0	0.552888888889	0.552888888889
biliary_tract.carcinoma.NS	-0.11207900756664604		0.810153846154	0.189846153846	0.189846153846	1.0	0.552888888889	0.552888888889
thyroid.carcinoma.follicular_carcinoma	-0.11233484516518723		0.810461538462	0.189538461538	0.189538461538	1.0	0.552888888889	0.552888888889
soft_tissue.rhabdoid_tumour.NS	-0.11248960880845535		0.811538461538	0.188461538462	0.188461538462	1.0	0.552888888889	0.552888888889
rhabdoid_tumour	-0.11248960880845535		0.811538461538	0.188461538462	0.188461538462	1.0	0.552888888889	0.552888888889
kidney.carcinoma.clear_cell_renal_cell_carcinoma	-0.1177857311591627		0.834307692308	0.165692307692	0.165692307692	1.0	0.552888888889	0.552888888889
lung.carcinoma.non_small_cell_carcinoma	-0.11814779441705701		0.835846153846	0.164153846154	0.164153846154	1.0	0.552888888889	0.552888888889
urinary_tract	-0.11953226456611342		0.839846153846	0.160153846154	0.160153846154	1.0	0.552888888889	0.552888888889
large_intestine.carcinoma.NS	-0.12789014155216066		0.867230769231	0.132769230769	0.132769230769	1.0	0.507647058824	0.507647058824
