	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
erlotinib	-0.6117414317376082	0.015288977278188886	1.0	4.158004158004158e-05	4.158004158004158e-05	1.0	0.006666666666666666	0.006666666666666666
afatinib	-0.6090900620106262	0.013172283814730942	1.0	4.158004158004158e-05	4.158004158004158e-05	1.0	0.006666666666666666	0.006666666666666666
PD 153035	-0.6088748044447052	0.015559460385559807	1.0	4.158004158004158e-05	4.158004158004158e-05	1.0	0.006666666666666666	0.006666666666666666
lapatinib	-0.5494380830020354	0.015344003037139278	0.999750519751	0.00024948024948	0.00024948024948	1.0	0.03	0.03
canertinib	-0.5382729227881361	0.01604264359329795	0.999542619543	0.00045738045738	0.00045738045738	1.0	0.044	0.044
gefitinib	-0.5065862341279254	0.013151400452570853	0.998087318087	0.00191268191268	0.00191268191268	1.0	0.153333333333	0.153333333333
ibrutinib	-0.5007424704694223	0.01965425419018669	0.997588357588	0.00241164241164	0.00241164241164	1.0	0.165714285714	0.165714285714
saracatinib	-0.46878515976927687	0.01179490987421376	0.993305613306	0.00669438669439	0.00669438669439	1.0	0.352307692308	0.352307692308
bosutinib	-0.4605323031835036	0.014209643255441065	0.992016632017	0.00798336798337	0.00798336798337	1.0	0.352307692308	0.352307692308
neratinib	-0.4585904970020299	0.01419058870369052	0.991268191268	0.00873180873181	0.00873180873181	1.0	0.352307692308	0.352307692308
SB-431542	-0.45604186618407716	0.05382791238112193	0.990852390852	0.00914760914761	0.00914760914761	1.0	0.352307692308	0.352307692308
vandetanib	-0.4554023205970145	0.01575514237947877	0.990769230769	0.00923076923077	0.00923076923077	1.0	0.352307692308	0.352307692308
birinapant	-0.4541566250277495	0.11034039881086832	0.990478170478	0.00952182952183	0.00952182952183	1.0	0.352307692308	0.352307692308
dasatinib	-0.4460162533452376	0.012896035468355499	0.9879002079	0.0120997920998	0.0120997920998	1.0	0.415714285714	0.415714285714
PRIMA-1-Met	-0.4418436926614493	0.1316848445175525	0.985696465696	0.0143035343035	0.0143035343035	1.0	0.452222222222	0.452222222222
BRD-K19103580	-0.4372049724848852	0.08464343535493762	0.983742203742	0.0162577962578	0.0162577962578	1.0	0.452222222222	0.452222222222
LY-2157299	-0.4371468274796604	0.0642557293606204	0.983742203742	0.0162577962578	0.0162577962578	1.0	0.452222222222	0.452222222222
BRD-K29086754	-0.43577257198487507	0.11959621071246795	0.983076923077	0.0169230769231	0.0169230769231	1.0	0.452222222222	0.452222222222
NSC23766	-0.4256347497927607	0.12731041575120813	0.977588357588	0.0224116424116	0.0224116424116	1.0	0.540952380952	0.540952380952
BRD-K49290616	-0.42495080990632517	0.09008664824831367	0.977006237006	0.0229937629938	0.0229937629938	1.0	0.540952380952	0.540952380952
