	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
BRAF	0.7158059232811829	0.01132769511196275	2.6208884811951253e-06	1.0	2.6208884811951253e-06	3.968253968253969e-05	1.0	3.968253968253969e-05
ETV1_UP	0.6982539121629956	0.014961282968726595	2.6208884811951253e-06	1.0	2.6208884811951253e-06	3.968253968253969e-05	1.0	3.968253968253969e-05
PIGMENT_BIOSYNTHETIC_PROCESS	0.695364075446726	0.013856603473912075	2.6208884811951253e-06	1.0	2.6208884811951253e-06	3.968253968253969e-05	1.0	3.968253968253969e-05
PIGMENT_METABOLIC_PROCESS	0.6925281041897022	0.012327711873045955	2.6208884811951253e-06	1.0	2.6208884811951253e-06	3.968253968253969e-05	1.0	3.968253968253969e-05
ASTON_MAJOR_DEPRESSIVE_DISORDER_DN	0.685877258406791	0.014100921051839192	2.6208884811951253e-06	1.0	2.6208884811951253e-06	3.968253968253969e-05	1.0	3.968253968253969e-05
MATTIOLI_MULTIPLE_MYELOMA_SUBGROUPS	0.6851926924536977	0.011908245425738562	2.6208884811951253e-06	1.0	2.6208884811951253e-06	3.968253968253969e-05	1.0	3.968253968253969e-05
P53_DN.V1_DN	0.6830865175259809	0.013915633301247888	2.6208884811951253e-06	1.0	2.6208884811951253e-06	3.968253968253969e-05	1.0	3.968253968253969e-05
LEIN_OLIGODENDROCYTE_MARKERS	0.6815805222904329	0.014556575248577647	2.6208884811951253e-06	1.0	2.6208884811951253e-06	3.968253968253969e-05	1.0	3.968253968253969e-05
MCGOWAN_RSP6_TARGETS_UP	0.6795174277201886	0.01504058936601257	2.6208884811951253e-06	1.0	2.6208884811951253e-06	3.968253968253969e-05	1.0	3.968253968253969e-05
KASLER_HDAC7_TARGETS_1_UP	0.6717573660336512	0.01267197082614123	2.6208884811951253e-06	1.0	2.6208884811951253e-06	3.968253968253969e-05	1.0	3.968253968253969e-05
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM	0.6707772690105737	0.012901144659511777	2.6208884811951253e-06	1.0	2.6208884811951253e-06	3.968253968253969e-05	1.0	3.968253968253969e-05
SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_UP	0.6694634501428915	0.0144024934621315	2.6208884811951253e-06	1.0	2.6208884811951253e-06	3.968253968253969e-05	1.0	3.968253968253969e-05
COPPER_ION_BINDING	0.6525233736070198	0.014544186385277207	2.6208884811951253e-06	1.0	2.6208884811951253e-06	3.968253968253969e-05	1.0	3.968253968253969e-05
