	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
staurosporine	-0.5721805306958021	0.01618027712750976	1.0	4.158004158004158e-05	4.158004158004158e-05	1.0	0.01	0.01
BRD-K99006945	-0.5460486786399165	0.06377221061719363	0.999958419958	4.158004158e-05	4.158004158e-05	1.0	0.01	0.01
dabrafenib	-0.5194774629921307	0.14335679551602953	0.999625779626	0.00037422037422	0.00037422037422	1.0	0.06	0.06
compound 1B	-0.48698048343894407	0.08654738048358783	0.998586278586	0.00141372141372	0.00141372141372	1.0	0.17	0.17
PF-4800567 hydrochloride	-0.4583341166321565	0.1450492506932277	0.995675675676	0.00432432432432	0.00432432432432	1.0	0.302222222222	0.302222222222
BRD-K42260513	-0.4563159653549789	0.10497672340709485	0.995467775468	0.00453222453222	0.00453222453222	1.0	0.302222222222	0.302222222222
ML162	-0.45305778247984857	0.01850418795228324	0.995051975052	0.00494802494802	0.00494802494802	1.0	0.302222222222	0.302222222222
AZD4547	-0.4512160594764169	0.010292093608561185	0.99446985447	0.00553014553015	0.00553014553015	1.0	0.302222222222	0.302222222222
SGX-523	-0.4505863181030768	0.01380255807293799	0.994345114345	0.00565488565489	0.00565488565489	1.0	0.302222222222	0.302222222222
CBB-1007	-0.4477153757413711	0.10568988715693255	0.993638253638	0.00636174636175	0.00636174636175	1.0	0.306	0.306
CIL55	-0.4432426416486593	0.08426793432772552	0.992931392931	0.00706860706861	0.00706860706861	1.0	0.309090909091	0.309090909091
SZ4TA2	-0.43018391218421687	0.1081539371189121	0.988607068607	0.0113929313929	0.0113929313929	1.0	0.456666666667	0.456666666667
PLX-4720	-0.4248277770318011	0.014385256068082272	0.986652806653	0.0133471933472	0.0133471933472	1.0	0.477142857143	0.477142857143
NSC30930	-0.42252873614097	0.10977560527988241	0.986112266112	0.0138877338877	0.0138877338877	1.0	0.477142857143	0.477142857143
cediranib	-0.4151560825131036	0.018940110184452973	0.983118503119	0.0168814968815	0.0168814968815	1.0	0.515714285714	0.515714285714
