	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
carcinoma	0.5373687746298061	0.008935769591123873	0.00015384615384615385	1.0	0.00015384615384615385	0.00142857142857	1.0	0.00142857142857
upper_aerodigestive_tract	0.41636625586406517	0.014055767424112995	0.00015384615384615385	1.0	0.00015384615384615385	0.00142857142857	1.0	0.00142857142857
upper_aerodigestive_tract.carcinoma.squamous_cell_carcinoma	0.4116569448124095	0.013010225406394465	0.00015384615384615385	1.0	0.00015384615384615385	0.00142857142857	1.0	0.00142857142857
oesophagus	0.274418475136818	0.010172969228592234	0.00015384615384615385	1.0	0.00015384615384615385	0.00142857142857	1.0	0.00142857142857
oesophagus.carcinoma.squamous_cell_carcinoma	0.26964230641305653	0.00987133108115482	0.00015384615384615385	1.0	0.00015384615384615385	0.00142857142857	1.0	0.00142857142857
lung.carcinoma.adenocarcinoma	0.23968775528154454	0.012274362914111185	0.00015384615384615385	1.0	0.00015384615384615385	0.00142857142857	1.0	0.00142857142857
pancreas	0.2348865554946183	0.013135295816132982	0.00015384615384615385	1.0	0.00015384615384615385	0.00142857142857	1.0	0.00142857142857
pancreas.carcinoma.NS	0.22466501114334184	0.014438318874227552	0.00015384615384615385	1.0	0.00015384615384615385	0.00142857142857	1.0	0.00142857142857
lung	0.19282549974952676	0.042947830979527604	0.00015384615384615385	1.0	0.00015384615384615385	0.00142857142857	1.0	0.00142857142857
ovary	0.17974850110734167	0.03073673595195696	0.00015384615384615385	1.0	0.00015384615384615385	0.00142857142857	1.0	0.00142857142857
urinary_tract	0.16975717843379884	0.014585260043113007	0.00015384615384615385	1.0	0.00015384615384615385	0.00142857142857	1.0	0.00142857142857
urinary_tract.carcinoma.transitional_cell_carcinoma	0.1674542702725714	0.015334360350902994	0.00015384615384615385	1.0	0.00015384615384615385	0.00142857142857	1.0	0.00142857142857
ovary.carcinoma.adenocarcinoma	0.16017562034127025	0.009480749822353442	0.00015384615384615385	1.0	0.00015384615384615385	0.00142857142857	1.0	0.00142857142857
lung.carcinoma.non_small_cell_carcinoma	0.15594425718744753	0.020824584286479892	0.000153846153846	0.999846153846	0.000153846153846	0.00142857142857	1.0	0.00142857142857
breast	0.1465820907674318	0.047849215955561894	0.00215384615385	0.997846153846	0.00215384615385	0.0186666666667	1.0	0.0186666666667
breast.carcinoma.ductal_carcinoma	0.1405386128022067	0.024999068676720672	0.00369230769231	0.996307692308	0.00369230769231	0.03	1.0	0.03
lung.carcinoma.mixed_adenosquamous_carcinoma	0.12874502314785868	0.02869614946845199	0.0118461538462	0.988153846154	0.0118461538462	0.0905882352941	1.0	0.0905882352941
pancreas.carcinoma.ductal_carcinoma	0.12488942605690738	0.00963263861984407	0.016	0.984	0.016	0.115555555556	1.0	0.115555555556
ovary.carcinoma.NS	0.11771084457594529	0.033981739987712194	0.0290769230769	0.970923076923	0.0290769230769	0.198947368421	1.0	0.198947368421
upper_aerodigestive_tract.carcinoma.NS	0.11651891459618707	0.04942826354766703	0.0321538461538	0.967846153846	0.0321538461538	0.209	1.0	0.209
lung.carcinoma.bronchioloalveolar_adenocarcinoma	0.10841592127255756		0.0538461538462	0.946153846154	0.0538461538462	0.333333333333	1.0	0.333333333333
biliary_tract	0.10668694957305809		0.0623076923077	0.937692307692	0.0623076923077	0.352173913043	1.0	0.352173913043
biliary_tract.carcinoma.NS	0.10668694957305809		0.0623076923077	0.937692307692	0.0623076923077	0.352173913043	1.0	0.352173913043
lung.carcinoma.squamous_cell_carcinoma	0.10368339628213277		0.0744615384615	0.925538461538	0.0744615384615	0.403333333333	1.0	0.403333333333
stomach.carcinoma.tubular_adenocarcinoma	0.0954431993734754		0.13	0.87	0.13	0.676	1.0	0.676
stomach.carcinoma.NS	0.09389692415165785		0.141384615385	0.858615384615	0.141384615385	0.706923076923	1.0	0.706923076923
