	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
ER-alpha-R-V	0.47862537563600294	0.01671656328320245	8.658008658008658e-05	1.0	8.658008658008658e-05	0.004	1.0	0.004
AR-R-V	0.46250290046225545	0.014639545738840389	8.658008658008658e-05	1.0	8.658008658008658e-05	0.004	1.0	0.004
HER2-M-V	0.42183429558825847	0.012264947532836176	8.658008658008658e-05	1.0	8.658008658008658e-05	0.004	1.0	0.004
GATA3-M-V	0.41872963698630467	0.014889297606768754	8.658008658008658e-05	1.0	8.658008658008658e-05	0.004	1.0	0.004
HER2_pY1248-R-C	0.3958862534046833	0.012946438814322309	8.658008658008658e-05	1.0	8.658008658008658e-05	0.004	1.0	0.004
PREX1-R-E	0.38593659807676745	0.015722770675781757	0.00017316017316	0.999826839827	0.00017316017316	0.005	1.0	0.005
Cyclin_E1-M-V	0.3858073405879821	0.009889900065447836	0.00017316017316	0.999826839827	0.00017316017316	0.005	1.0	0.005
FASN-R-V	0.38370445067034525	0.012277351912665015	0.00017316017316	0.999826839827	0.00017316017316	0.005	1.0	0.005
HER3_pY1289-R-C	0.379524096601817	0.01641689729837206	0.00025974025974	0.99974025974	0.00025974025974	0.00666666666667	1.0	0.00666666666667
p70S6K-R-V	0.3719257896929218	0.011693819272487423	0.0004329004329	0.999567099567	0.0004329004329	0.01	1.0	0.01
ER-alpha_pS118-R-V	0.37067932610473425	0.01726344890189735	0.000519480519481	0.999480519481	0.000519480519481	0.0109090909091	1.0	0.0109090909091
IGFBP2-R-V	0.35824733634699474	0.012322693559162	0.00121212121212	0.998787878788	0.00121212121212	0.0233333333333	1.0	0.0233333333333
PRDX1-R-V	0.35170527835255017	0.00872512765061721	0.00207792207792	0.997922077922	0.00207792207792	0.0369230769231	1.0	0.0369230769231
SCD1-M-V	0.34469302501473037	0.01616984086502712	0.00311688311688	0.996883116883	0.00311688311688	0.0514285714286	1.0	0.0514285714286
Chk2-M-V	0.33757818520505434	0.010167176579144352	0.00398268398268	0.996017316017	0.00398268398268	0.06	1.0	0.06
JNK2-R-C	0.33664716019328267	0.013811108574176648	0.00415584415584	0.995844155844	0.00415584415584	0.06	1.0	0.06
XRCC1-R-E	0.3226598398443804	0.011196830748186958	0.00658008658009	0.99341991342	0.00658008658009	0.0894117647059	1.0	0.0894117647059
p27-R-V	0.3081105350969332	0.014464104032136852	0.0105627705628	0.989437229437	0.0105627705628	0.118125	1.0	0.118125
Histone H2A-R-E	0.30804071259172583	0.013653142238284802	0.0106493506494	0.989350649351	0.0106493506494	0.118125	1.0	0.118125
B-Raf_pS445-R-E	0.30722312261242607	0.011354987653046298	0.0109956709957	0.989004329004	0.0109956709957	0.118125	1.0	0.118125
