	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
BERENJENO_TRANSFORMED_BY_RHOA_UP	0.7982621430819568	0.004782231099373768	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
CHANG_CORE_SERUM_RESPONSE_UP	0.7812010515253915	0.005335658518268807	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
BASAKI_YBX1_TARGETS_UP	0.7642562684663998	0.006513220211994566	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP	0.7534922194627827	0.0047500271238339045	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
RUIZ_TNC_TARGETS_DN	0.7494389842961883	0.006577910541410926	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
KARLSSON_TGFB1_TARGETS_UP	0.7247016819597129	0.006529185698026936	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	0.7170884017537497	0.006281241189475417	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
FOURNIER_ACINAR_DEVELOPMENT_LATE_2	0.7154895591460478	0.006700691228940393	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
BASAKI_YBX1_TARGETS	0.7134429404842169	0.006885976050246605	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN	0.7118439215252856	0.005511551815147078	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
KOBAYASHI_EGFR_SIGNALING_24HR_DN	0.7110407470857998	0.005831753104189998	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED	0.7106687297067865	0.007504918410625303	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	0.7034205476787281	0.007391056815149312	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
LABBE_WNT3A_TARGETS	0.6992635442227106	0.006264042806755855	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
YU_MYC_TARGETS_UP	0.6929618426869385	0.006159049332640141	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
WINNEPENNINCKX_MELANOMA_METASTASIS_UP	0.6878376888705386	0.0073530109322457364	2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.836008170411439e-06	1.0	5.836008170411439e-06
