	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
ONDER_CDH1_TARGETS_2_DN	0.9271710877251205	0.0024894424802600714	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
JAEGER_METASTASIS_DN	0.9158199448016277	0.0025764173928373353	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
TAUBE_EMT_DN	0.9141968011635391	0.003396010205413205	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	0.9004292207594474	0.0035610130089591806	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
GU_PDEF_TARGETS_DN	0.8871918024150383	0.0028699544152987525	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP	0.8844038661761501	0.0036708806132453925	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
CROMER_METASTASIS_DN	0.8821195421605776	0.0033630738813978074	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
GROGER_EMT_DN	0.8816961225098318	0.004038825096476277	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT	0.8795688137412172	0.004698681949046578	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
SINGH_KRAS_DEPENDENCY_SIGNATURE_	0.8791745004795123	0.0034023073182004164	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
AIGNER_ZEB1_TARGETS	0.8751289278762782	0.003698519250862162	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	0.8741673102181026	0.003247439652734689	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
RICKMAN_METASTASIS_DN	0.8655968445233159	0.0035975693866289915	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP	0.861213967939434	0.004345803179279827	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
HINATA_NFKB_TARGETS_KERATINOCYTE_DN	0.8605465505591199	0.0036881547255185024	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
ZWANG_EGF_INTERVAL_DN	0.8596044307397235	0.004005753742489174	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
CORNIFIED_ENVELOPE	0.858753883431246	0.003633427981135676	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3	0.8572672099976729	0.004290791384434693	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
ECTODERM_DEVELOPMENT	0.854719728242685	0.004885208167868127	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
MUELLER_METHYLATED_IN_GLIOBLASTOMA	0.8532117013288762	0.004098876120989529	2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	0.8527636825136978		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
KERATINOCYTE_DIFFERENTIATION	0.8520687668224947		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
MCBRYAN_PUBERTAL_BREAST_4_5WK	0.8509463165999839		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
COLDREN_GEFITINIB_RESISTANCE_DN	0.8506452408295586		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
ONDER_CDH1_TARGETS_3_DN	0.849653226334363		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
AKT_UP.V1_UP	0.8483040970817154		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
LANDIS_BREAST_CANCER_PROGRESSION_UP	0.8482907719953203		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
EPIDERMIS_DEVELOPMENT	0.8481565400182739		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
WU_CELL_MIGRATION	0.840806925192029		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
RICKMAN_HEAD_AND_NECK_CANCER_C	0.8383324585624721		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
ENK_UV_RESPONSE_EPIDERMIS_UP	0.838041763796471		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN	0.8378800922723348		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP	0.8364932536907389		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
AKT_UP_MTOR_DN.V1_UP	0.8335522108657748		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
MORPHOGENESIS_OF_AN_EPITHELIUM	0.8330601809215381		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
AKT_UP_MTOR_DN.V1	0.8321357992229035		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
RICKMAN_HEAD_AND_NECK_CANCER_E	0.8314613933747468		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP	0.8266320925236903		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
MCBRYAN_PUBERTAL_BREAST_5_6WK	0.8236665225287758		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.823588401356678		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
CHANG_IMMORTALIZED_BY_HPV31_DN	0.8235635802146646		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_4	0.8217273393043376		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
KRAS.50_UP.V1_DN	0.8214454135354581		2.6208884811951253e-06	1.0	2.6208884811951253e-06	7.393715341959335e-06	1.0	7.393715341959335e-06
