	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
skin	0.6272715054520408	0.01613810597139503	0.00015384615384615385	1.0	0.00015384615384615385	0.002857142857142857	1.0	0.002857142857142857
malignant_melanoma	0.6272715054520408	0.01613810597139503	0.00015384615384615385	1.0	0.00015384615384615385	0.002857142857142857	1.0	0.002857142857142857
skin.malignant_melanoma.NS.1	0.5593273526097563	0.018323687595108936	0.00015384615384615385	1.0	0.00015384615384615385	0.002857142857142857	1.0	0.002857142857142857
central_nervous_system	0.3648287921021546	0.010054123572971732	0.00015384615384615385	1.0	0.00015384615384615385	0.002857142857142857	1.0	0.002857142857142857
glioma	0.3618559853756759	0.010293158668193953	0.00015384615384615385	1.0	0.00015384615384615385	0.002857142857142857	1.0	0.002857142857142857
central_nervous_system.glioma.astrocytoma_Grade_IV	0.2799984397612352	0.01347253904096319	0.00015384615384615385	1.0	0.00015384615384615385	0.002857142857142857	1.0	0.002857142857142857
skin.malignant_melanoma.NS.0	0.26972794182099036	0.01586774920928849	0.00015384615384615385	1.0	0.00015384615384615385	0.002857142857142857	1.0	0.002857142857142857
central_nervous_system.glioma.astrocytoma	0.18995388427194868	0.011903036905752094	0.000461538461538	0.999538461538	0.000461538461538	0.0075	1.0	0.0075
central_nervous_system.glioma.NS	0.1497939665212771	0.01742775832866038	0.0312307692308	0.968769230769	0.0312307692308	0.451111111111	1.0	0.451111111111
soft_tissue.fibrosarcoma.NS	0.11526055319911933	0.0737660528064122	0.164615384615	0.835384615385	0.164615384615	1.0	0.897520661157	1.0
fibrosarcoma	0.11526055319911933	0.0737660528064122	0.164615384615	0.835384615385	0.164615384615	1.0	0.897520661157	1.0
malignant_fibrous_histiocytoma-pleomorphic_sarcoma	0.10880821546105944	0.060473097531810016	0.198461538462	0.801538461538	0.198461538462	1.0	0.875630252101	1.0
soft_tissue.malignant_fibrous_histiocytoma-pleomorphic_sarcoma.NS	0.10880821546105944	0.060473097531810016	0.198461538462	0.801538461538	0.198461538462	1.0	0.875630252101	1.0
chondrosarcoma	0.10860111240941256	0.05184454076254869	0.199538461538	0.800461538462	0.199538461538	1.0	0.875630252101	1.0
breast.carcinoma.metaplastic_carcinoma	0.10436858084057607	0.06953960845967257	0.223076923077	0.776923076923	0.223076923077	1.0	0.870689655172	1.0
thyroid.carcinoma.follicular_carcinoma	0.10394338841924082	0.04155835375835517	0.224153846154	0.775846153846	0.224153846154	1.0	0.870689655172	1.0
soft_tissue.rhabdomyosarcoma.alveolar	0.10255903428676232	0.039523148071189486	0.230615384615	0.769384615385	0.230615384615	1.0	0.870689655172	1.0
bone.giant_cell_tumour.NS	0.09326382916647973	0.053197320837326395	0.266307692308	0.733692307692	0.266307692308	1.0	0.84407079646	1.0
