	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
Claudin-7-R-V	0.7430094525720737	0.00978700143130927	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
E-Cadherin-R-V	0.725476997393412	0.007343120843323666	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
Rab25-R-V	0.6984138719526307	0.008432957168379315	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
alpha-Catenin-M-V	0.6591579255903912	0.007300524210779821	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
CD49b-M-V	0.6570950996511312	0.010296138808901983	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
EGFR-R-V	0.6286655543856989	0.009288255263000264	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
P-Cadherin-R-C	0.5913254976259729	0.010589271777449586	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
EGFR_pY1068-R-C	0.590247162131953	0.007952433948902523	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
Syk-M-V	0.5816676098958352	0.009658205431839352	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
VHL-M-C	0.5723251980959027	0.01064193326429396	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
Annexin 1-M-E	0.5630727597307638	0.011329632486975412	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
HER2_pY1248-R-C	0.561963824416729	0.010389585851819504	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
Shc_pY317-R-E	0.5430568594231053	0.009879771469052803	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
SETD2-R-QC	0.5275717752997091	0.010807045256013982	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
Rab11-R-E	0.5213115106413577	0.009870269070310377	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
Transglutaminase-M-V	0.5148915007492375	0.010998949741907843	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
Caveolin-1-R-V	0.5122072026857293	0.01834970458176299	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
c-Met-M-QC	0.510955096804669	0.012579894811605177	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
VEGFR2-R-V	0.5087869652870708	0.009520264231222835	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
G6PD-M-V	0.5056788527791254	0.013567093529609052	8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
RASD2(SigHPA005839)-R-E	0.48840291211224085		8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
Annexin_VII-M-V	0.4830287950371881		8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
BRCA2-R-C	0.4807345007067093		8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
p14 Arf(CST2407)-M-E	0.4779715394483043		8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
Lck-R-V	0.4767169767144844		8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
VAV1-R-E	0.4729791601856268		8.658008658008658e-05	1.0	8.658008658008658e-05	0.0006896551724137932	1.0	0.0006896551724137932
STAT3_pY705-R-V	0.471113327500684		8.65800865801e-05	0.999913419913	8.65800865801e-05	0.0006896551724137932	1.0	0.0006896551724137932
HER2-M-V	0.47108352022979544		8.65800865801e-05	0.999913419913	8.65800865801e-05	0.0006896551724137932	1.0	0.0006896551724137932
A-Raf_pS299-R-C	0.4705121071621085		8.65800865801e-05	0.999913419913	8.65800865801e-05	0.0006896551724137932	1.0	0.0006896551724137932
ER-alpha-R-V	0.46445349573120037		0.00025974025974	0.99974025974	0.00025974025974	0.00193548387097	1.0	0.00193548387097
HER3-R-V	0.4628423896568635		0.00025974025974	0.99974025974	0.00025974025974	0.00193548387097	1.0	0.00193548387097
Caspase-8-M-QC	0.45323083831474076		0.000519480519481	0.999480519481	0.000519480519481	0.00375	1.0	0.00375
GATA3-M-V	0.44831387717564897		0.000692640692641	0.999307359307	0.000692640692641	0.00457142857143	1.0	0.00457142857143
SCD1-M-V	0.44823457656962196		0.000692640692641	0.999307359307	0.000692640692641	0.00457142857143	1.0	0.00457142857143
INPP4B-R-V	0.4473737425164532		0.000692640692641	0.999307359307	0.000692640692641	0.00457142857143	1.0	0.00457142857143
Heregulin-R-V	0.44283799130550444		0.000952380952381	0.999047619048	0.000952380952381	0.00578947368421	1.0	0.00578947368421
PR-R-V	0.4412082313520277		0.000952380952381	0.999047619048	0.000952380952381	0.00578947368421	1.0	0.00578947368421
beta-Catenin-R-V	0.4398441009604497		0.000952380952381	0.999047619048	0.000952380952381	0.00578947368421	1.0	0.00578947368421
PAI-1-M-E	0.4326993649173967		0.00147186147186	0.998528138528	0.00147186147186	0.00871794871795	1.0	0.00871794871795
YAP-R-E	0.43072825374816764		0.00164502164502	0.998354978355	0.00164502164502	0.0095	1.0	0.0095
EGFR_pY1173-R-V	0.41919732843138374		0.0034632034632	0.996536796537	0.0034632034632	0.019512195122	1.0	0.019512195122
p53-R-E	0.41676920556579056		0.00354978354978	0.99645021645	0.00354978354978	0.0195238095238	1.0	0.0195238095238
PEA15_pS116-R-V	0.4083206028687494		0.00502164502165	0.994978354978	0.00502164502165	0.0252173913043	1.0	0.0252173913043
PARP_cleaved-M-QC	0.4080656074423141		0.00502164502165	0.994978354978	0.00502164502165	0.0252173913043	1.0	0.0252173913043
Bim(CST2933)-R-E	0.4070441041769061		0.00502164502165	0.994978354978	0.00502164502165	0.0252173913043	1.0	0.0252173913043
Mre11-R-C	0.4061904509604921		0.00502164502165	0.994978354978	0.00502164502165	0.0252173913043	1.0	0.0252173913043
Snail-M-QC	0.4035157381000569		0.00554112554113	0.994458874459	0.00554112554113	0.0272340425532	1.0	0.0272340425532
Bim(EP1036)-R-V	0.392870234023417		0.00787878787879	0.992121212121	0.00787878787879	0.0379166666667	1.0	0.0379166666667
YAP_pS127-R-E	0.39033097885200324		0.00822510822511	0.991774891775	0.00822510822511	0.0387755102041	1.0	0.0387755102041
Caspase-7_cleavedD198-R-C	0.38365093053629756		0.00909090909091	0.990909090909	0.00909090909091	0.0419607843137	1.0	0.0419607843137
PTEN-R-V	0.38279428760418194		0.00926406926407	0.990735930736	0.00926406926407	0.0419607843137	1.0	0.0419607843137
