	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2	0.8840824809253688	0.0028185840082087803	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN	0.8706320275040552	0.005009019816598215	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
WAMUNYOKOLI_OVARIAN_CANCER_LMP	0.8631313493626029	0.004049383452491258	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP	0.8547083089208082	0.006387626827270762	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP	0.8331183579664718	0.006880999436270823	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
LIU_PROSTATE_CANCER	0.8147081668541343	0.004233222775065809	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
DOANE_RESPONSE_TO_ANDROGEN	0.8069729560054643	0.00526992493897446	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
SWEET_LUNG_CANCER_KRAS	0.8053069262963494	0.0033798211278241756	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
DOANE_BREAST_CANCER_CLASSES	0.7935033588603864	0.005849406202507804	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
ZEMBUTSU_SENSITIVITY_TO_VINBLASTINE	0.7919851715474306	0.005531532973233495	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
VANDESLUIS_COMMD1_TARGETS_GROUP_3	0.790641118353775	0.004533049632386562	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE	0.7825508714963432	0.005596787730797019	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR	0.7814476614475275	0.007845181758329604	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP	0.7799984767901776	0.006892613397042388	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
SERVITJA_ISLET_HNF1A_TARGETS_DN	0.7793052973797893	0.007022187342707005	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL	0.7737983862885058	0.00553046009040333	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	0.7726792115620267	0.006018389076377923	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
GRADE_COLON_AND_RECTAL_CANCER	0.7717644398976653	0.006512600532773276	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
MIKI_COEXPRESSED_WITH_CYP19A1	0.7714637281824225	0.007607155507973955	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
LIM_MAMMARY_LUMINAL_MATURE	0.7650446660662866	0.004487541274927864	2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
DOANE_BREAST_CANCER_CLASSES_UP	0.7633958479344348		2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
STEGER_ADIPOGENESIS	0.7618531728597382		2.6208884811951253e-06	1.0	2.6208884811951253e-06	2.380952380952381e-05	1.0	2.380952380952381e-05
