	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
linsitinib	-0.6149944507297396	0.02866049756996258	0.999750519751	0.00024948024948	0.00024948024948	0.999750519751	0.12	0.12
CIL55	-0.6034562366182419	0.13924901871478532	0.999376299376	0.000623700623701	0.000623700623701	0.999750519751	0.12	0.12
sotrastaurin	-0.6003017365216972	0.06605335273889683	0.999251559252	0.000748440748441	0.000748440748441	0.999750519751	0.12	0.12
BRD-K88742110	-0.5699757641823273	0.1657235078604513	0.997796257796	0.00220374220374	0.00220374220374	0.999750519751	0.265	0.265
O-6-benzylguanine	-0.548446876086888	0.1637367337089353	0.995509355509	0.00449064449064	0.00449064449064	0.999750519751	0.369090909091	0.369090909091
BRD-K42260513	-0.5413678745961344	0.16978197089413427	0.994677754678	0.00532224532225	0.00532224532225	0.999750519751	0.369090909091	0.369090909091
austocystin D	-0.5396848447533997	0.013208918125990992	0.994303534304	0.00569646569647	0.00569646569647	0.999750519751	0.369090909091	0.369090909091
Repligen 136	-0.5361229998320797	0.12367976790893317	0.993471933472	0.00652806652807	0.00652806652807	0.999750519751	0.369090909091	0.369090909091
SB-431542	-0.5276018878868834	0.14640747107218804	0.991559251559	0.00844074844075	0.00844074844075	0.999750519751	0.369090909091	0.369090909091
necrostatin-7	-0.5275486935321426	0.11360052680302134	0.991559251559	0.00844074844075	0.00844074844075	0.999750519751	0.369090909091	0.369090909091
BRD-K02251932	-0.5274801823214508	0.1506412340764381	0.991559251559	0.00844074844075	0.00844074844075	0.999750519751	0.369090909091	0.369090909091
PD318088	-0.514906164370491	0.01888849421829737	0.987609147609	0.0123908523909	0.0123908523909	0.999750519751	0.4575	0.4575
BRD-K24690302	-0.5139543927308746	0.1555907082286779	0.987484407484	0.0125155925156	0.0125155925156	0.999750519751	0.4575	0.4575
BRD-K13999467	-0.5081593494584701	0.1619390105784332	0.985280665281	0.0147193347193	0.0147193347193	0.999750519751	0.4575	0.4575
BRD-K19103580	-0.5077978212227879	0.018587914405853345	0.985197505198	0.0148024948025	0.0148024948025	0.999750519751	0.4575	0.4575
BRD-K41597374	-0.5068013941078428	0.02056449365869201	0.984781704782	0.0152182952183	0.0152182952183	0.999750519751	0.4575	0.4575
PD 153035	-0.5025488692313276	0.023105939424110603	0.982536382536	0.0174636174636	0.0174636174636	0.999750519751	0.466666666667	0.466666666667
Compound 23 citrate	-0.5023580435605168	0.022870365683157055	0.982536382536	0.0174636174636	0.0174636174636	0.999750519751	0.466666666667	0.466666666667
BRD-K52037352	-0.49836605082746227	0.021408469574821006	0.98079002079	0.01920997921	0.01920997921	0.999750519751	0.480769230769	0.480769230769
procarbazine	-0.49679629775541234	0.11136718431587021	0.979459459459	0.0205405405405	0.0205405405405	0.999750519751	0.480769230769	0.480769230769
