	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
endometrium	0.1431905212719026	0.010602199975762627	0.00015384615384615385	1.0	0.00015384615384615385	0.006666666666666666	1.0	0.006666666666666666
liver.carcinoma.hepatocellular_carcinoma	0.14204843193292835	0.01890666339895759	0.00015384615384615385	1.0	0.00015384615384615385	0.006666666666666666	1.0	0.006666666666666666
ovary	0.14188340013492312	0.009751197258560189	0.00015384615384615385	1.0	0.00015384615384615385	0.006666666666666666	1.0	0.006666666666666666
liver	0.13111877917360387	0.01921399571772799	0.00107692307692	0.998923076923	0.00107692307692	0.0215384615385	1.0	0.0215384615385
lung.carcinoma.large_cell_carcinoma	0.13077811401495593	0.016559181739951245	0.00107692307692	0.998923076923	0.00107692307692	0.0215384615385	1.0	0.0215384615385
pleura	0.12410928017508462	0.011007963287424486	0.00184615384615	0.998153846154	0.00184615384615	0.0215384615385	1.0	0.0215384615385
pleura.mesothelioma.NS	0.12410928017508462	0.011007963287424486	0.00184615384615	0.998153846154	0.00184615384615	0.0215384615385	1.0	0.0215384615385
mesothelioma	0.12410928017508462	0.011007963287424486	0.00184615384615	0.998153846154	0.00184615384615	0.0215384615385	1.0	0.0215384615385
kidney	0.12325156932172908	0.00797139733770825	0.00184615384615	0.998153846154	0.00184615384615	0.0215384615385	1.0	0.0215384615385
soft_tissue	0.12316392024691386	0.016007660653680204	0.00184615384615	0.998153846154	0.00184615384615	0.0215384615385	1.0	0.0215384615385
lung.carcinoma.squamous_cell_carcinoma	0.11992951668490041	0.016712209051131337	0.00215384615385	0.997846153846	0.00215384615385	0.0215384615385	1.0	0.0215384615385
lung	0.11966027829741369	0.028445501764861	0.00215384615385	0.997846153846	0.00215384615385	0.0215384615385	1.0	0.0215384615385
urinary_tract	0.1179318158368377	0.007041383370415367	0.00215384615385	0.997846153846	0.00215384615385	0.0215384615385	1.0	0.0215384615385
urinary_tract.carcinoma.transitional_cell_carcinoma	0.11355988776101712	0.016158251648691616	0.004	0.996	0.004	0.0371428571429	1.0	0.0371428571429
endometrium.carcinoma.adenocarcinoma	0.11210117008542735	0.011126615387923975	0.00446153846154	0.995538461538	0.00446153846154	0.0386666666667	1.0	0.0386666666667
lung.carcinoma.non_small_cell_carcinoma	0.1080136010210827	0.018578801028327978	0.00661538461538	0.993384615385	0.00661538461538	0.0511111111111	1.0	0.0511111111111
ovary.carcinoma.NS	0.10693420738587976	0.009686854803215987	0.00676923076923	0.993230769231	0.00676923076923	0.0511111111111	1.0	0.0511111111111
carcinoma	0.10653664577151166	0.017438341389713077	0.00707692307692	0.992923076923	0.00707692307692	0.0511111111111	1.0	0.0511111111111
glioma	0.09559866094243212	0.0306905616900205	0.0210769230769	0.978923076923	0.0210769230769	0.113846153846	1.0	0.113846153846
soft_tissue.leiomyosarcoma.NS	0.09545686595094624	0.028979804411729006	0.0210769230769	0.978923076923	0.0210769230769	0.113846153846	1.0	0.113846153846
leiomyosarcoma	0.09545686595094624		0.0210769230769	0.978923076923	0.0210769230769	0.113846153846	1.0	0.113846153846
central_nervous_system	0.09495106763149355		0.0212307692308	0.978769230769	0.0212307692308	0.113846153846	1.0	0.113846153846
oesophagus.carcinoma.squamous_cell_carcinoma	0.09448428461072089		0.0216923076923	0.978307692308	0.0216923076923	0.113846153846	1.0	0.113846153846
pancreas.carcinoma.NS	0.09438299077891099		0.0216923076923	0.978307692308	0.0216923076923	0.113846153846	1.0	0.113846153846
sarcoma	0.09374962656731844		0.0227692307692	0.977230769231	0.0227692307692	0.113846153846	1.0	0.113846153846
soft_tissue.sarcoma.NS	0.09374962656731844		0.0227692307692	0.977230769231	0.0227692307692	0.113846153846	1.0	0.113846153846
upper_aerodigestive_tract	0.09307381881238852		0.0246153846154	0.975384615385	0.0246153846154	0.118518518519	1.0	0.118518518519
rhabdoid_tumour	0.09209437759199855		0.0270769230769	0.972923076923	0.0270769230769	0.121379310345	1.0	0.121379310345
soft_tissue.rhabdoid_tumour.NS	0.09209437759199855		0.0270769230769	0.972923076923	0.0270769230769	0.121379310345	1.0	0.121379310345
ovary.carcinoma.adenocarcinoma	0.09074315855531154		0.0303076923077	0.969692307692	0.0303076923077	0.129696969697	1.0	0.129696969697
ovary.carcinoma.clear_cell_carcinoma	0.08986942363211857		0.0326153846154	0.967384615385	0.0326153846154	0.129696969697	1.0	0.129696969697
osteosarcoma	0.08976209887988372		0.0329230769231	0.967076923077	0.0329230769231	0.129696969697	1.0	0.129696969697
bone.osteosarcoma.NS	0.08976209887988372		0.0329230769231	0.967076923077	0.0329230769231	0.129696969697	1.0	0.129696969697
central_nervous_system.glioma.NS	0.0886978808878712		0.0352307692308	0.964769230769	0.0352307692308	0.134705882353	1.0	0.134705882353
lung.carcinoma.adenocarcinoma	0.08796363343054794		0.0366153846154	0.963384615385	0.0366153846154	0.135675675676	1.0	0.135675675676
kidney.carcinoma.renal_cell_carcinoma	0.08765217216874409		0.0376923076923	0.962307692308	0.0376923076923	0.135675675676	1.0	0.135675675676
