	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
isoliquiritigenin	-0.4371220777457904	0.12458264241345443	0.998627858628	0.00137214137214	0.00137214137214	0.998627858628	0.339565217391	0.339565217391
O-6-benzylguanine	-0.4276050844781916	0.15655851525207298	0.998004158004	0.00199584199584	0.00199584199584	0.998627858628	0.339565217391	0.339565217391
linsitinib	-0.40821326059024743	0.07908403654762398	0.995509355509	0.00449064449064	0.00449064449064	0.998627858628	0.339565217391	0.339565217391
Repligen 136	-0.4060077516744701	0.01840977782144142	0.995176715177	0.00482328482328	0.00482328482328	0.998627858628	0.339565217391	0.339565217391
BRD-K88742110	-0.4047790751469722	0.01891487258785769	0.994927234927	0.00507276507277	0.00507276507277	0.998627858628	0.339565217391	0.339565217391
IU1	-0.3965909766068043	0.015790874641381857	0.993180873181	0.00681912681913	0.00681912681913	0.998627858628	0.339565217391	0.339565217391
BRD-K29086754	-0.38698808966886067	0.09008901634487627	0.990893970894	0.00910602910603	0.00910602910603	0.998627858628	0.339565217391	0.339565217391
BRD-K02251932	-0.37952375059852933	0.12287417884124785	0.988565488565	0.0114345114345	0.0114345114345	0.998627858628	0.339565217391	0.339565217391
ibrutinib	-0.3780579642093203	0.02146065567444497	0.988024948025	0.0119750519751	0.0119750519751	0.998627858628	0.339565217391	0.339565217391
SR8278	-0.3751726007171654	0.027915821931950947	0.987276507277	0.0127234927235	0.0127234927235	0.998627858628	0.339565217391	0.339565217391
BMS-195614	-0.3734589310801648	0.08434120908214465	0.986735966736	0.013264033264	0.013264033264	0.998627858628	0.339565217391	0.339565217391
skepinone-L	-0.3721647716765861	0.019726308017815327	0.986070686071	0.0139293139293	0.0139293139293	0.998627858628	0.339565217391	0.339565217391
RITA	-0.3708146600484919	0.018931113329913735	0.985696465696	0.0143035343035	0.0143035343035	0.998627858628	0.339565217391	0.339565217391
serdemetan	-0.3694125203384376	0.016559077833858134	0.985322245322	0.0146777546778	0.0146777546778	0.998627858628	0.339565217391	0.339565217391
tubastatin A	-0.3622347906524331	0.1058758165028523	0.982494802495	0.0175051975052	0.0175051975052	0.998627858628	0.339565217391	0.339565217391
sotrastaurin	-0.36183224142859216	0.12089512057332133	0.98237006237	0.0176299376299	0.0176299376299	0.998627858628	0.339565217391	0.339565217391
MI-2	-0.36170546164324296	0.06599673054423208	0.98237006237	0.0176299376299	0.0176299376299	0.998627858628	0.339565217391	0.339565217391
NSC48300	-0.3615125911904046	0.014186662042506671	0.98237006237	0.0176299376299	0.0176299376299	0.998627858628	0.339565217391	0.339565217391
GSK-J4	-0.3614841221235616	0.030555753378039462	0.98237006237	0.0176299376299	0.0176299376299	0.998627858628	0.339565217391	0.339565217391
968	-0.3584781314748588	0.1201260160000311	0.980956340956	0.0190436590437	0.0190436590437	0.998627858628	0.339565217391	0.339565217391
istradefylline	-0.3573601044016537		0.980540540541	0.0194594594595	0.0194594594595	0.998627858628	0.339565217391	0.339565217391
ML050	-0.3561681422504463		0.980041580042	0.0199584199584	0.0199584199584	0.998627858628	0.339565217391	0.339565217391
ML029	-0.35517272285849766		0.979376299376	0.0206237006237	0.0206237006237	0.998627858628	0.339565217391	0.339565217391
thalidomide	-0.35407152406530495		0.978711018711	0.021288981289	0.021288981289	0.998627858628	0.339565217391	0.339565217391
avrainvillamide	-0.35340115184367843		0.978586278586	0.0214137214137	0.0214137214137	0.998627858628	0.339565217391	0.339565217391
BRD-K30748066	-0.3530323818331316		0.978336798337	0.0216632016632	0.0216632016632	0.998627858628	0.339565217391	0.339565217391
sitagliptin	-0.3528974954196493		0.978295218295	0.0217047817048	0.0217047817048	0.998627858628	0.339565217391	0.339565217391
BRD-K13999467	-0.3526652963949988		0.978045738046	0.0219542619543	0.0219542619543	0.998627858628	0.339565217391	0.339565217391
PF-4800567 hydrochloride	-0.35186163667023507		0.977505197505	0.0224948024948	0.0224948024948	0.998627858628	0.339565217391	0.339565217391
Mdivi-1	-0.3507570488303815		0.976923076923	0.0230769230769	0.0230769230769	0.998627858628	0.339565217391	0.339565217391
BRD-K33514849	-0.35038573063168027		0.97683991684	0.0231600831601	0.0231600831601	0.998627858628	0.339565217391	0.339565217391
BRD-K51490254	-0.34666969915084606		0.974386694387	0.0256133056133	0.0256133056133	0.998627858628	0.339565217391	0.339565217391
CIL70	-0.34599071404126963		0.973887733888	0.0261122661123	0.0261122661123	0.998627858628	0.339565217391	0.339565217391
ML239	-0.3454385603459338		0.973347193347	0.0266528066528	0.0266528066528	0.998627858628	0.339565217391	0.339565217391
BRD1835	-0.3452164835760498		0.973180873181	0.0268191268191	0.0268191268191	0.998627858628	0.339565217391	0.339565217391
BRD-K96970199	-0.34488552956051527		0.973056133056	0.0269438669439	0.0269438669439	0.998627858628	0.339565217391	0.339565217391
necrostatin-1	-0.3430933411980382		0.972141372141	0.0278586278586	0.0278586278586	0.998627858628	0.339565217391	0.339565217391
16-beta-bromoandrosterone	-0.3417990675530453		0.971226611227	0.0287733887734	0.0287733887734	0.998627858628	0.339565217391	0.339565217391
tamoxifen	-0.3415039057802295		0.971185031185	0.028814968815	0.028814968815	0.998627858628	0.339565217391	0.339565217391
