	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
Caveolin-1-R-V	0.5858938308609648	0.012955051864953104	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
PAI-1-M-E	0.5175943859236811	0.014463669026923193	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
YAP-R-E	0.5162565310883023	0.01070623455754678	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
EGFR-R-V	0.5066106539064009	0.01181456222637401	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
MIG-6-M-V	0.5051036731308963	0.012735066698114748	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
Transglutaminase-M-V	0.47782796884134426	0.0156214056865538	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
YAP_pS127-R-E	0.4735996147289921	0.01085341979555876	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
TAZ-R-V	0.45473508628152615	0.01288976638206732	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
Annexin 1-M-E	0.4374753766199997	0.014024137599228633	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
Paxillin-R-C	0.43175966907956875	0.014382972625922133	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
FRA1-R-E	0.41344000559209065	0.01250001328361697	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
NF2-R-C	0.4072257425135205	0.0666433527085694	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
c-Jun_pS73-R-V	0.40018296903104966	0.012597606058643629	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
MYH11-R-V	0.38688048795516955	0.012679969479122543	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
Heregulin-R-V	0.37906839649380036	0.011902492319662243	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
Cyclin_B1-R-V	0.377586358325484	0.009962202003199336	8.658008658008658e-05	1.0	8.658008658008658e-05	0.001	1.0	0.001
