	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
Claudin-7-R-V	0.8065791688871133	0.009961914126246968	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00181818181818	1.0	0.00181818181818
Rab25-R-V	0.7261424302594558	0.011667945973901975	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00181818181818	1.0	0.00181818181818
TIGAR-R-V	0.7036513706901321	0.014872363079203211	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00181818181818	1.0	0.00181818181818
Syk-M-V	0.6803298810214232	0.012771930199125842	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00181818181818	1.0	0.00181818181818
E-Cadherin-R-V	0.6542601840392633	0.010618183686987649	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00181818181818	1.0	0.00181818181818
CDK1-R-V	0.6284428193239311	0.017390139414099618	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00181818181818	1.0	0.00181818181818
p90RSK-R-C	0.6050022595818982	0.01700487603803627	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00181818181818	1.0	0.00181818181818
HER3-R-V	0.5990153942633274	0.011640065256570513	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00181818181818	1.0	0.00181818181818
RSK1-2-3-R-E	0.5783910883101979	0.015051961967367258	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00181818181818	1.0	0.00181818181818
p14 Arf(CST2407)-M-E	0.5720533872514935	0.12131769370196346	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00181818181818	1.0	0.00181818181818
Rab11-R-E	0.557964677569225	0.01330386721134435	8.65800865801e-05	0.999913419913	8.65800865801e-05	0.00181818181818	1.0	0.00181818181818
eIF4E-R-V	0.5429784519122193	0.014772700025306782	0.00025974025974	0.99974025974	0.00025974025974	0.005	1.0	0.005
Snail-M-QC	0.5397034876037975	0.16593028529140097	0.0004329004329	0.999567099567	0.0004329004329	0.00714285714286	1.0	0.00714285714286
Caspase-8-M-QC	0.5364928929999008	0.013721963269177283	0.0004329004329	0.999567099567	0.0004329004329	0.00714285714286	1.0	0.00714285714286
c-Met-M-QC	0.5257032825502128	0.01580632635447623	0.000952380952381	0.999047619048	0.000952380952381	0.0146666666667	1.0	0.0146666666667
HER2-M-V	0.5198104770557465	0.015872482559500294	0.0012987012987	0.998701298701	0.0012987012987	0.01875	1.0	0.01875
