	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
c-Kit-R-V	0.7524892709530576	0.01296401639576197	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00166666666667	1.0	0.00166666666667
IGFBP2-R-V	0.7356479103611869	0.012147871627832471	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00166666666667	1.0	0.00166666666667
Stathmin-R-V	0.7104032667954949	0.009096404899371881	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00166666666667	1.0	0.00166666666667
Bcl-2-M-V	0.7054048533483022	0.010494741849278313	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00166666666667	1.0	0.00166666666667
MSH6-R-C	0.6796881402962796	0.00853533590547853	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00166666666667	1.0	0.00166666666667
MSH2-M-V	0.639544354232844	0.00959333577377236	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00166666666667	1.0	0.00166666666667
Smad4-M-V	0.6103257374818479	0.01368084643098483	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00166666666667	1.0	0.00166666666667
GSK3-alpha-beta-M-V	0.6057472240694899	0.012938173210643406	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00166666666667	1.0	0.00166666666667
p27-R-V	0.6038374092525421	0.01403514863442548	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00166666666667	1.0	0.00166666666667
Cyclin_E2-R-C	0.6000774218263031	0.01284856245536764	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00166666666667	1.0	0.00166666666667
ER-alpha_pS118-R-V	0.593883654839482	0.01416778462102181	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00166666666667	1.0	0.00166666666667
Gab2-R-V	0.5932118356028386	0.013678773049438828	8.65800865801e-05	0.999913419913	8.65800865801e-05	0.00166666666667	1.0	0.00166666666667
Smad1-R-V	0.5858708964384071	0.010779701607580185	0.0004329004329	0.999567099567	0.0004329004329	0.00714285714286	1.0	0.00714285714286
GATA3-M-V	0.5780825706439172	0.013896930820476425	0.0004329004329	0.999567099567	0.0004329004329	0.00714285714286	1.0	0.00714285714286
Bap1 c-4-M-E	0.5722944501366288	0.010009272041282708	0.000779220779221	0.999220779221	0.000779220779221	0.012	1.0	0.012
SF2-M-V	0.5707170798048612	0.013777516770080458	0.000952380952381	0.999047619048	0.000952380952381	0.01375	1.0	0.01375
AR-R-V	0.5634284045516547	0.1916022241418516	0.00138528138528	0.998614718615	0.00138528138528	0.0188235294118	1.0	0.0188235294118
Akt-R-V	0.5614182493400318	0.014063290660587535	0.00164502164502	0.998354978355	0.00164502164502	0.02	1.0	0.02
B-Raf-M-C	0.5606358221201706	0.012726623846682123	0.00164502164502	0.998354978355	0.00164502164502	0.02	1.0	0.02
Chk1-M-C	0.557446699084482	0.013598290898977452	0.00225108225108	0.997748917749	0.00225108225108	0.026	1.0	0.026
GSK-3-BETA-R-E	0.5492328045291236		0.00337662337662	0.996623376623	0.00337662337662	0.0371428571429	1.0	0.0371428571429
C-Raf(BD610151)-M-E	0.5467115937062245		0.00380952380952	0.99619047619	0.00380952380952	0.04	1.0	0.04
Syk-M-V	0.543729289051419		0.00441558441558	0.995584415584	0.00441558441558	0.044347826087	1.0	0.044347826087
4E-BP1_pS65-R-V	0.5334025594597589		0.00632034632035	0.99367965368	0.00632034632035	0.0564285714286	1.0	0.0564285714286
VAV1-R-E	0.5321292459342297		0.00658008658009	0.99341991342	0.00658008658009	0.0564285714286	1.0	0.0564285714286
Raptor-R-V	0.5313225617861935		0.00666666666667	0.993333333333	0.00666666666667	0.0564285714286	1.0	0.0564285714286
Acetyl-a-Tubulin (Lys40)-R-C	0.5307933589513979		0.00683982683983	0.99316017316	0.00683982683983	0.0564285714286	1.0	0.0564285714286
